DATE,HOTEL_ID,DTA,LOS,BOOKING_DOW,BOOKINGS,GMV
2020-03-24,307604,1,1,Tue,1,85.481984
2020-03-27,127179,0,1,Fri,1,60.9667072
2020-03-07,217966,1,1,Sat,1,191.0938624
2020-03-26,432528,5,1,Thu,1,60.9667072
2020-03-01,535972,25,2,Sun,1,196.0068096
2020-03-17,117692,0,3,Tue,1,179.9325696
2020-03-20,147781,0,4,Fri,1,226.4901632
2020-03-17,163178,0,1,Tue,1,75.1037952
2020-03-06,141898,28,2,Fri,1,220.5962752
2020-03-01,188832,0,1,Sun,1,63.6952064
2020-03-23,711769,0,1,Mon,1,71.3943552
2020-03-18,488902,0,3,Wed,3,679.0665728
2020-03-01,109654,0,1,Sun,1,56.5565952
2020-03-11,123918,1,1,Wed,1,62.895616
2020-03-28,206875,0,1,Sat,1,73.9909632
2020-03-29,206550,0,1,Sun,1,44.0434176
2020-03-14,123320,0,1,Sat,1,19.1901696
2020-03-19,313530,0,1,Thu,1,89.2573696
2020-03-04,131756,1,1,Wed,1,83.3222656
2020-03-07,127375,0,1,Sat,1,51.5941888
2020-03-28,188400,0,2,Sat,1,107.1945728
2020-03-12,107917,0,1,Thu,1,69.7622016
2020-03-12,128570,1,2,Thu,1,98.0198912
2020-03-13,116865,0,1,Fri,1,59.0790144
2020-03-02,124483,0,1,Mon,1,48.3381248
2020-03-22,213379,0,2,Sun,1,125.172992
2020-03-12,107304,56,1,Thu,1,77.9312128
2020-03-23,239194,1,1,Mon,1,51.5941888
2020-03-21,148556,1,1,Sat,1,49.7559552
2020-03-28,206875,1,1,Sat,1,73.9909632
2020-03-02,164889,0,1,Mon,1,47.8023168
2020-03-13,126064,0,1,Fri,1,50.6297344
2020-03-23,730888,0,1,Mon,1,41.0841088
2020-03-12,135542,1,3,Thu,1,86.8585984
2020-03-19,223246,0,1,Thu,1,67.5612672
2020-03-09,109276,5,1,Mon,1,126.7309568
2020-03-25,211079,0,1,Wed,1,45.914624
2020-03-01,232047,0,1,Sun,1,72.7709696
2020-03-14,492924,0,1,Sat,1,71.50976
2020-03-29,347732,0,1,Sun,1,48.2144768
2020-03-13,112921,0,1,Fri,6,612.8901632
2020-03-04,140944,2,1,Wed,1,145.987072
2020-03-01,122900,0,1,Sun,2,95.5881472
2020-03-24,117769,0,1,Tue,1,62.2444032
2020-03-21,275857,0,1,Sat,1,78.6978304
2020-03-06,131289,1,1,Fri,2,158.5002496
2020-03-13,135542,3,4,Fri,1,49.7147392
2020-03-06,314334,3,1,Fri,1,82.4979456
2020-03-17,209583,0,1,Tue,1,58.0156416
2020-03-20,212739,0,1,Fri,1,61.2140032
2020-03-28,170424,0,1,Sat,1,102.4877056
2020-03-28,175431,0,1,Sat,1,84.1713152
2020-03-04,131943,0,1,Wed,1,43.4993664
2020-03-01,507514,0,1,Sun,2,225.8471936
2020-03-18,647854,0,1,Wed,1,55.353088
2020-03-04,354562,0,1,Wed,2,126.0550144
2020-03-13,215003,0,1,Fri,2,126.0055552
2020-03-14,122112,2,1,Sat,1,83.4129408
2020-03-05,216475,0,1,Thu,1,56.9687552
2020-03-14,108699,0,1,Sat,1,80.1980928
2020-03-14,321487,0,1,Sat,1,84.0888832
2020-03-14,208901,0,1,Sat,1,75.9281152
2020-03-09,152668,0,1,Mon,1,103.3862144
2020-03-05,173704,1,1,Thu,1,45.9805696
2020-03-06,109276,0,1,Fri,2,223.7781504
2020-03-13,109988,1,1,Fri,1,47.2912384
2020-03-21,106421,0,1,Sat,1,75.4994688
2020-03-17,162851,0,1,Tue,1,83.1903744
2020-03-15,270617,0,1,Sun,2,171.3266688
2020-03-05,181272,0,1,Thu,1,51.5529728
2020-03-07,264249,0,1,Sat,2,163.545088
2020-03-22,107614,2,1,Sun,1,40.6637056
2020-03-24,896204,0,1,Tue,1,77.4613504
2020-03-22,245581,0,1,Sun,1,80.1486336
2020-03-16,1734890,0,1,Mon,1,49.706496
2020-03-01,499051,2,1,Sun,1,125.0988032
2020-03-17,200056,1,1,Tue,1,123.3512448
2020-03-17,676451,0,1,Tue,1,60.3484672
2020-03-17,205944,0,1,Tue,1,61.1810304
2020-03-20,162070,0,1,Fri,1,57.9826688
2020-03-15,204776,0,1,Sun,1,64.873984
2020-03-08,135355,0,1,Sun,1,72.663808
2020-03-11,107421,2,1,Wed,1,98.6958336
2020-03-07,147995,3,1,Sat,1,62.8296704
2020-03-05,164171,2,2,Thu,1,119.6170752
2020-03-01,124894,2,1,Sun,1,101.4160896
2020-03-06,276461,9,3,Fri,1,405.9528704
2020-03-15,252803,0,2,Sun,1,113.2862976
2020-03-21,348003,1,1,Sat,1,91.9281664
2020-03-16,209120,0,1,Mon,1,55.3201152
2020-03-21,107291,0,1,Sat,1,73.1831296
2020-03-23,195556,0,2,Mon,1,57.9002368
2020-03-20,113296,0,1,Fri,1,55.1387648
2020-03-10,195757,3,1,Tue,1,133.33376
2020-03-26,217017,0,1,Thu,1,64.3546624
2020-03-06,188823,1,1,Fri,1,68.500992
2020-03-14,368081,0,1,Sat,1,68.5339648
2020-03-21,499152,1,2,Sat,1,195.5616768
2020-03-02,113305,0,2,Mon,1,89.933312
2020-03-10,130405,3,2,Tue,1,249.6535552
2020-03-11,195982,0,2,Wed,1,52.1547264
2020-03-11,213774,0,2,Wed,1,90.26304
2020-03-11,881007,3,2,Wed,1,170.42816
2020-03-13,152176,0,1,Fri,1,64.3299328
2020-03-16,208497,0,1,Mon,1,71.5592192
2020-03-20,139431,0,1,Fri,2,146.9515264
2020-03-11,142137,3,1,Wed,1,69.5890944
2020-03-04,118594,0,1,Wed,1,53.2758016
2020-03-28,121220,0,1,Sat,1,57.7106432
2020-03-14,427026,0,1,Sat,1,102.8668928
2020-03-19,248657,0,1,Thu,1,73.5211008
2020-03-11,112915,31,1,Wed,1,25.0428416
2020-03-11,278712,30,2,Wed,1,280.4419072
2020-03-08,119116,0,1,Sun,1,146.11072
2020-03-09,224079,0,1,Mon,1,54.2072832
2020-03-16,150730,0,1,Mon,1,42.1969408
2020-03-15,201535,0,1,Sun,1,72.416512
2020-03-15,134910,0,1,Sun,1,50.654464
2020-03-15,125829,0,1,Sun,2,120.6557184
2020-03-26,122263,0,1,Thu,1,49.7971712
2020-03-25,212246,1,1,Wed,1,34.6544128
2020-03-06,123001,3,1,Fri,1,178.2592
2020-03-18,561413,0,1,Wed,1,86.6030592
2020-03-20,127448,0,1,Fri,2,94.4588288
2020-03-09,107206,1,1,Mon,1,124.6701568
2020-03-13,160801,0,1,Fri,1,75.42528
2020-03-28,116158,0,1,Sat,1,82.267136
2020-03-30,206165,0,1,Mon,1,51.5859456
2020-03-04,109489,1,1,Wed,1,65.5581696
2020-03-19,112733,0,1,Thu,1,138.444544
2020-03-11,115522,2,1,Wed,1,85.5809024
2020-03-20,107567,0,1,Fri,1,61.9229184
2020-03-14,195399,0,1,Sat,2,108.1672704
2020-03-11,148522,0,1,Wed,1,60.1588736
2020-03-13,187274,0,3,Fri,1,112.478464
2020-03-06,131756,0,1,Fri,1,111.6294144
2020-03-05,108347,0,1,Thu,2,154.5847296
2020-03-04,326272,0,1,Wed,1,57.8755072
2020-03-02,194802,0,1,Mon,1,103.86432
2020-03-04,171399,0,1,Wed,1,57.0594304
2020-03-07,124086,0,1,Sat,1,48.5029888
2020-03-25,237243,1,1,Wed,1,107.2193024
2020-03-28,122979,0,1,Sat,2,112.5691392
2020-03-26,743563,0,1,Thu,1,62.8791296
2020-03-13,112919,0,1,Fri,1,68.9213952
2020-03-13,256762,0,1,Fri,1,76.0352768
2020-03-03,116910,10,3,Tue,1,209.58336
2020-03-12,135542,0,2,Thu,2,106.213632
2020-03-06,231786,0,1,Fri,2,130.902016
2020-03-14,717533,0,1,Sat,1,124.9092096
2020-03-21,873090,0,1,Sat,1,78.5824256
2020-03-26,113009,0,1,Thu,2,121.5542272
2020-03-28,126494,0,2,Sat,1,92.3403264
2020-03-15,146932,0,1,Sun,1,53.5808
2020-03-06,773298,0,1,Fri,1,90.8070912
2020-03-04,139426,35,1,Wed,1,118.7597824
2020-03-17,276565,0,1,Tue,1,73.6282624
2020-03-11,142209,0,2,Wed,1,113.3687296
2020-03-04,211729,0,2,Wed,1,140.835072
2020-03-12,217084,2,1,Thu,1,62.8544
2020-03-01,164976,0,1,Sun,1,90.015744
2020-03-28,486518,0,1,Sat,2,114.9761536
2020-03-19,209362,0,1,Thu,1,50.90176
2020-03-14,506116,1,1,Sat,1,70.4216576
2020-03-13,116501,0,1,Fri,2,105.1585024
2020-03-10,150597,10,1,Tue,1,149.1442176
2020-03-19,454974,0,1,Thu,1,48.758528
2020-03-19,122258,1,2,Thu,1,106.8483584
2020-03-01,441558,85,1,Sun,2,211.0588928
2020-03-04,120288,4,1,Wed,1,119.6253184
2020-03-23,207146,0,1,Mon,2,81.8714624
2020-03-12,322092,1,1,Thu,1,106.0157952
2020-03-03,124098,0,1,Tue,1,126.2528512
2020-03-05,177780,0,1,Thu,1,47.7940736
2020-03-06,189608,0,1,Fri,1,82.4979456
2020-03-08,230859,0,2,Sun,1,392.9286144
2020-03-21,397499,0,1,Sat,1,35.363328
2020-03-04,149462,0,4,Wed,1,232.3593216
2020-03-04,732386,3,1,Wed,1,87.8230528
2020-03-21,107248,0,1,Sat,1,154.5929728
2020-03-02,208816,5,1,Mon,1,105.30688
2020-03-05,214455,1,1,Thu,1,77.8075648
2020-03-15,105566,1,1,Sun,1,55.6580864
2020-03-11,109725,1,1,Wed,1,48.882176
2020-03-10,307388,5,3,Tue,1,181.4081024
2020-03-05,109725,1,1,Thu,1,55.2129536
2020-03-15,117920,0,1,Sun,2,106.419712
2020-03-07,146493,0,1,Sat,1,76.620544
2020-03-25,216475,0,1,Wed,1,58.1063168
2020-03-15,2063041,1,1,Sun,1,84.987392
2020-03-13,204803,0,1,Fri,1,53.6714752
2020-03-11,126774,38,1,Wed,1,155.5326976
2020-03-18,269496,0,2,Wed,1,129.0390528
2020-03-28,206875,0,1,Sat,1,73.9909632
2020-03-16,201848,0,1,Mon,1,48.7337984
2020-03-11,228524,2,2,Wed,1,166.4549376
2020-03-07,134366,0,1,Sat,1,41.9661312
2020-03-03,199141,1,1,Tue,1,42.04032
2020-03-20,114907,1,1,Fri,1,58.9471232
2020-03-15,215070,0,2,Sun,1,106.3702528
2020-03-11,202389,0,1,Wed,1,94.054912
2020-03-28,507514,0,3,Sat,1,252.6870528
2020-03-06,105524,35,1,Fri,1,63.7941248
2020-03-15,127179,0,2,Sun,1,113.8138624
2020-03-14,130553,0,1,Sat,1,53.5890432
2020-03-10,232552,19,1,Tue,1,99.8333952
2020-03-15,659183,54,6,Sun,1,966.6553344
2020-03-30,199848,0,2,Mon,1,135.930368
2020-03-02,196620,0,1,Mon,1,66.811136
2020-03-12,111539,0,1,Thu,1,44.6616576
2020-03-07,135574,0,1,Sat,1,47.8023168
2020-03-18,220652,0,1,Wed,1,36.3195392
2020-03-16,150730,0,2,Mon,1,78.475264
2020-03-09,325806,0,4,Mon,1,248.037888
2020-03-02,139311,5,2,Mon,1,115.1245312
2020-03-27,252803,0,2,Fri,1,102.4794624
2020-03-04,327047,0,3,Wed,1,210.4818688
2020-03-18,224079,0,1,Wed,1,50.6462208
2020-03-19,141317,0,1,Thu,1,59.2603648
2020-03-11,121098,0,1,Wed,1,56.87808
2020-03-29,231394,0,1,Sun,1,37.2757504
2020-03-01,109742,60,2,Sun,1,116.146688
2020-03-08,507514,0,1,Sun,1,118.1332992
2020-03-15,127179,0,2,Sun,1,135.5923968
2020-03-19,324138,0,2,Thu,1,101.5314944
2020-03-01,188325,106,4,Sun,2,977.2478464
2020-03-02,116155,0,2,Mon,1,88.284672
2020-03-13,236477,1,1,Fri,1,84.5505024
2020-03-12,252803,0,1,Thu,1,61.0985984
2020-03-20,137965,0,1,Fri,1,79.8189056
2020-03-19,130900,0,1,Thu,1,43.1036928
2020-03-12,470187,1,1,Thu,1,101.0533888
2020-03-04,133551,0,1,Wed,1,58.5926656
2020-03-04,125314,1,1,Wed,1,146.4074752
2020-03-28,221191,0,1,Sat,1,53.5066112
2020-03-17,262973,4,1,Tue,1,98.0858368
2020-03-10,376166,93,4,Tue,1,766.8978688
2020-03-06,194653,5,2,Fri,1,138.5517056
2020-03-07,264535,1,1,Sat,1,63.2500736
2020-03-14,108581,1,1,Sat,1,66.6297856
2020-03-04,249495,0,2,Wed,1,107.1945728
2020-03-10,695020,1,1,Tue,1,273.7484288
2020-03-01,207507,0,1,Sun,1,82.802944
2020-03-30,196315,0,1,Mon,1,60.99968
2020-03-18,621857,0,1,Wed,1,66.646272
2020-03-16,324243,0,1,Mon,1,98.4073216
2020-03-22,105968,1,1,Sun,1,62.0630528
2020-03-18,264608,0,1,Wed,1,94.9699072
2020-03-12,124363,2,1,Thu,2,105.1172864
2020-03-06,109102,0,1,Fri,1,61.9558912
2020-03-15,112313,0,1,Sun,1,97.7396224
2020-03-04,114093,60,1,Wed,1,93.519104
2020-03-14,211774,0,1,Sat,2,202.7909632
2020-03-13,108432,1,1,Fri,1,53.99296
2020-03-10,122124,7,1,Tue,1,85.688064
2020-03-05,216352,0,1,Thu,2,226.7539456
2020-03-06,133992,1,1,Fri,1,76.2001408
2020-03-07,619119,0,1,Sat,2,159.011328
2020-03-01,193090,0,1,Sun,1,82.8111872
2020-03-19,129328,0,1,Thu,1,59.0955008
2020-03-22,129468,1,2,Sun,1,120.8700416
2020-03-17,312874,0,1,Tue,1,65.6653312
2020-03-14,338445,13,2,Sat,1,237.115648
2020-03-26,116155,0,2,Thu,1,103.2213504
2020-03-02,209127,0,1,Mon,1,91.1120896
2020-03-14,149494,0,1,Sat,1,91.6478976
2020-03-25,275276,0,1,Wed,1,60.0352256
2020-03-11,142298,0,1,Wed,1,51.72608
2020-03-01,197644,13,1,Sun,1,209.3525504
2020-03-16,202055,0,1,Mon,1,60.340224
2020-03-21,117909,0,1,Sat,1,69.44896
2020-03-17,132524,0,1,Tue,1,88.2187264
2020-03-17,246656,0,2,Tue,1,195.2319488
2020-03-20,105962,0,1,Fri,1,59.35104
2020-03-14,112915,76,3,Sat,1,81.731328
2020-03-05,108540,63,1,Thu,1,44.5050368
2020-03-17,2062378,0,1,Tue,1,70.7019264
2020-03-22,173637,0,1,Sun,1,58.2464512
2020-03-30,147264,0,1,Mon,1,67.9569408
2020-03-04,209558,2,1,Wed,2,132.6495744
2020-03-14,147145,0,2,Sat,1,135.6913152
2020-03-16,334691,0,1,Mon,1,109.1646976
2020-03-09,118903,4,2,Mon,1,126.1704192
2020-03-10,540003,1,1,Tue,1,48.4370432
2020-03-16,150726,0,1,Mon,1,54.5947136
2020-03-08,676451,0,1,Sun,1,68.5257216
2020-03-14,462316,0,1,Sat,1,70.3804416
2020-03-10,593122,1,1,Tue,1,100.2455552
2020-03-04,117688,0,2,Wed,1,148.1962496
2020-03-12,106067,1,2,Thu,1,200.6642176
2020-03-02,264740,4,1,Mon,1,73.8260992
2020-03-09,126782,0,1,Mon,1,48.1650176
2020-03-01,251332,0,1,Sun,1,35.7672448
2020-03-24,569068,0,1,Tue,1,43.029504
2020-03-17,164835,0,1,Tue,1,55.3283584
2020-03-12,262485,0,2,Thu,1,143.4976256
2020-03-29,172825,0,1,Sun,1,47.3077248
2020-03-13,325737,0,1,Fri,1,57.9002368
2020-03-30,126782,0,1,Mon,1,44.0928768
2020-03-28,122979,0,2,Sat,1,111.0194176
2020-03-07,495685,6,2,Sat,1,145.0968064
2020-03-18,201797,1,2,Wed,1,104.7875584
2020-03-03,2083697,0,1,Tue,1,87.3944064
2020-03-22,2318466,1,1,Sun,1,79.2336384
2020-03-22,171533,0,1,Sun,1,50.6214912
2020-03-22,201177,0,2,Sun,1,72.3011072
2020-03-27,108947,0,1,Fri,1,41.2242432
2020-03-17,112963,0,1,Tue,1,45.667328
2020-03-27,124086,0,1,Fri,1,50.0527104
2020-03-11,455131,1,1,Wed,1,41.2242432
2020-03-03,125659,0,2,Tue,1,113.2945408
2020-03-17,389269,12,1,Tue,1,47.4478592
2020-03-26,788660,1,1,Thu,1,81.236736
2020-03-10,123504,0,2,Tue,1,125.8489344
2020-03-02,228040,0,1,Mon,1,55.311872
2020-03-09,264543,5,2,Mon,1,322.9191168
2020-03-10,223604,0,1,Tue,1,72.4329984
2020-03-28,139431,0,1,Sat,1,70.5288192
2020-03-25,123502,1,4,Wed,1,125.1482624
2020-03-23,810284,0,5,Mon,1,112.0086016
2020-03-21,293772,0,1,Sat,1,59.1119872
2020-03-16,492778,0,1,Mon,1,39.77344
2020-03-01,126011,0,1,Sun,1,48.7420416
2020-03-28,200353,1,1,Sat,1,70.1249024
2020-03-20,108528,0,1,Fri,1,55.270656
2020-03-17,276500,3,1,Tue,1,37.1191296
2020-03-13,134406,1,2,Fri,1,85.5891456
2020-03-12,123196,0,1,Thu,1,214.9744128
2020-03-07,201382,0,1,Sat,1,40.2845184
2020-03-28,109980,0,1,Sat,1,69.7457152
2020-03-22,115457,0,1,Sun,1,41.2242432
2020-03-12,217932,0,3,Thu,1,186.584832
2020-03-21,138418,0,1,Sat,1,105.30688
2020-03-17,217084,0,7,Tue,1,414.0724224
2020-03-19,639772,0,1,Thu,1,115.7097984
2020-03-16,273368,0,2,Mon,1,155.260672
2020-03-03,229072,1,1,Tue,1,78.8297216
2020-03-17,445815,0,1,Tue,1,82.7122688
2020-03-01,108540,4,3,Sun,1,337.8557952
2020-03-13,192223,0,1,Fri,3,153.9912192
2020-03-01,149463,0,1,Sun,1,85.7045504
2020-03-13,249631,1,1,Fri,1,99.0173184
2020-03-04,201772,0,1,Wed,1,82.6545664
2020-03-12,139453,0,1,Thu,1,74.1558272
2020-03-11,531583,0,1,Wed,1,121.010176
2020-03-05,108703,1,3,Thu,1,196.2953216
2020-03-12,140552,7,2,Thu,1,210.5395712
2020-03-21,602338,1,1,Sat,1,139.598592
2020-03-09,200702,0,1,Mon,1,78.063104
2020-03-01,179967,1,2,Sun,1,195.1660032
2020-03-22,140408,0,1,Sun,1,59.680768
2020-03-26,201381,0,1,Thu,1,41.2819456
2020-03-19,778202,0,1,Thu,1,65.7230336
2020-03-18,112728,0,1,Wed,2,112.2806272
2020-03-03,199060,0,3,Tue,1,191.8852096
2020-03-17,125133,0,1,Tue,1,102.3228416
2020-03-09,251486,12,1,Mon,1,108.5794304
2020-03-14,478968,3,1,Sat,1,88.037376
2020-03-17,467296,3,2,Tue,1,160.206592
2020-03-11,112387,0,1,Wed,2,106.1889024
2020-03-13,134071,0,1,Fri,3,260.9714688
2020-03-09,117819,40,1,Mon,1,93.3872128
2020-03-15,108540,3,2,Sun,2,189.7090048
2020-03-28,124567,0,1,Sat,1,60.9254912
2020-03-14,270409,0,1,Sat,1,70.5700352
2020-03-15,143001,0,1,Sun,1,80.4701184
2020-03-15,112451,0,1,Sun,2,110.5083392
2020-03-11,202134,0,1,Wed,1,57.9991552
2020-03-12,240613,0,4,Thu,1,198.2819328
2020-03-12,113545,0,1,Thu,1,89.3233152
2020-03-15,134534,0,1,Sun,1,66.9677568
2020-03-08,149345,0,1,Sun,1,125.791232
2020-03-23,108347,1,1,Mon,1,65.1047936
2020-03-14,200702,0,2,Sat,1,153.859328
2020-03-05,440128,0,3,Thu,1,244.1553408
2020-03-01,127507,0,1,Sun,2,105.1090432
2020-03-07,393497,0,1,Sat,1,105.842688
2020-03-04,131437,10,1,Wed,1,113.8550784
2020-03-16,181484,0,1,Mon,1,116.7731712
2020-03-04,708829,3,1,Wed,1,131.8170112
2020-03-05,566885,0,1,Thu,1,104.3918848
2020-03-21,176682,0,1,Sat,1,95.1430144
2020-03-01,153571,4,2,Sun,1,163.380224
2020-03-02,107421,0,1,Mon,1,133.0947072
2020-03-01,107930,0,1,Sun,1,59.886848
2020-03-04,108495,1,1,Wed,1,57.0511872
2020-03-27,132074,0,1,Fri,1,64.7338496
2020-03-03,622004,1,1,Tue,1,79.011072
2020-03-16,148879,0,1,Mon,1,63.7941248
2020-03-20,191994,0,1,Fri,1,82.679296
2020-03-19,196010,0,1,Thu,1,71.7652992
2020-03-27,127868,0,1,Fri,1,76.950272
2020-03-21,108528,0,1,Sat,1,46.0465152
2020-03-14,126039,0,1,Sat,1,76.7112192
2020-03-05,108154,9,1,Thu,1,95.8189568
2020-03-25,108059,0,1,Wed,1,91.7220864
2020-03-16,204305,0,1,Mon,1,93.2388352
2020-03-18,127358,0,1,Wed,1,59.1696896
2020-03-30,142668,0,1,Mon,1,43.6972032
2020-03-09,485487,0,1,Mon,1,54.3886336
2020-03-19,106401,0,1,Thu,3,244.3202048
2020-03-11,393526,0,1,Wed,1,83.7838848
2020-03-15,336693,1,1,Sun,1,74.1970432
2020-03-13,443972,0,1,Fri,1,78.9368832
2020-03-06,131967,0,2,Fri,1,96.8246272
2020-03-06,160801,0,2,Fri,1,152.3178496
2020-03-15,131162,16,1,Sun,1,78.10432
2020-03-24,151503,0,1,Tue,1,51.5941888
2020-03-16,263963,0,1,Mon,1,52.0310784
2020-03-20,206872,0,1,Fri,1,107.6314624
2020-03-04,112915,5,4,Wed,1,443.48416
2020-03-13,153446,0,1,Fri,1,78.4505344
2020-03-08,112042,6,2,Sun,1,114.7618304
2020-03-02,117897,7,1,Mon,1,110.5248256
2020-03-21,122638,0,1,Sat,1,60.3567104
2020-03-06,135542,5,1,Fri,1,48.2721792
2020-03-09,160745,6,1,Mon,1,54.19904
2020-03-22,203260,0,1,Sun,1,75.1450112
2020-03-08,124107,18,1,Sun,1,62.5988608
2020-03-15,122373,0,1,Sun,1,51.561216
2020-03-04,375705,2,2,Wed,1,170.7331584
2020-03-19,115299,1,1,Thu,2,141.2389888
2020-03-20,146993,0,2,Fri,1,133.3007872
2020-03-01,273641,11,2,Sun,1,176.4951552
2020-03-15,256000,0,1,Sun,2,113.632512
2020-03-14,211363,0,1,Sat,1,51.767296
2020-03-11,112046,2,2,Wed,1,156.1344512
2020-03-13,150301,0,1,Fri,1,75.2933888
2020-03-17,151980,2,1,Tue,1,119.9880192
2020-03-19,151517,0,1,Thu,1,107.1286272
2020-03-05,225485,1,2,Thu,1,121.216256
2020-03-10,107898,0,2,Tue,1,165.3091328
2020-03-14,267206,0,1,Sat,1,86.718464
2020-03-07,273684,0,1,Sat,1,131.1740416
2020-03-13,192067,0,2,Fri,1,202.8569088
2020-03-17,371961,0,1,Tue,1,77.3459456
2020-03-06,123428,0,1,Fri,1,81.7395712
2020-03-24,109490,0,1,Tue,1,49.376768
2020-03-24,109036,1,1,Tue,1,60.4308992
2020-03-07,951579,0,1,Sat,1,151.4028544
2020-03-06,201875,0,1,Fri,1,110.0796928
2020-03-23,106579,0,1,Mon,1,66.6545152
2020-03-29,264430,1,1,Sun,1,69.4819328
2020-03-18,257933,0,1,Wed,2,99.4459648
2020-03-28,225874,0,1,Sat,1,69.9517952
2020-03-23,151108,0,2,Mon,1,111.0276608
2020-03-19,143001,1,2,Thu,1,128.1900032
2020-03-13,208284,0,1,Fri,1,82.4072704
2020-03-05,130848,2,1,Thu,1,98.2507008
2020-03-15,202340,0,1,Sun,1,71.5592192
2020-03-04,135542,0,1,Wed,5,77.568512
2020-03-29,151820,0,2,Sun,1,161.3936128
2020-03-09,262659,0,1,Mon,1,45.8816512
2020-03-24,107991,0,1,Tue,1,80.6102528
2020-03-14,272560,6,2,Sat,1,234.5107968
2020-03-09,207146,0,2,Mon,1,86.4217088
2020-03-06,200713,2,2,Fri,1,105.6860672
2020-03-15,113917,0,1,Sun,1,50.6214912
2020-03-06,231662,1,1,Fri,1,90.2300672
2020-03-12,164954,0,1,Thu,1,94.3351808
2020-03-15,109102,1,1,Sun,1,60.6369792
2020-03-24,250600,0,1,Tue,1,102.050816
2020-03-14,108778,0,1,Sat,1,68.4020736
2020-03-29,201726,1,1,Sun,1,68.5669376
2020-03-07,356950,0,4,Sat,1,659.3405952
2020-03-17,134751,0,1,Tue,1,42.163968
2020-03-28,237873,0,1,Sat,2,105.0018816
2020-03-01,126096,0,1,Sun,1,60.0352256
2020-03-10,311229,0,2,Tue,1,221.9316736
2020-03-13,130468,0,1,Fri,1,71.4438144
2020-03-16,120793,0,1,Mon,1,75.713792
2020-03-12,135542,21,3,Thu,1,79.3902592
2020-03-11,192214,0,1,Wed,1,55.517952
2020-03-27,117004,0,1,Fri,1,61.0079232
2020-03-05,136271,0,1,Thu,1,62.2691328
2020-03-13,129279,62,1,Fri,1,96.7257088
2020-03-08,152625,6,1,Sun,1,86.5700864
2020-03-25,221946,1,1,Wed,1,56.1114624
2020-03-02,442623,1,1,Mon,1,84.4268544
2020-03-16,115830,0,1,Mon,1,86.7761664
2020-03-04,310861,0,1,Wed,1,51.2150016
2020-03-12,558921,2,1,Thu,1,130.160128
2020-03-27,202071,0,1,Fri,1,93.0327552
2020-03-11,130111,1,1,Wed,1,86.5783296
2020-03-20,240254,0,2,Fri,1,115.3883136
2020-03-16,113547,0,1,Mon,1,67.7014016
2020-03-14,112289,0,1,Sat,2,176.8908288
2020-03-10,108245,0,1,Tue,1,80.7586304
2020-03-28,113487,0,1,Sat,1,67.882752
2020-03-14,232047,0,1,Sat,1,72.33408
2020-03-03,460888,3,1,Tue,1,118.0508672
2020-03-03,561227,0,1,Tue,2,120.6969344
2020-03-20,208082,0,1,Fri,1,88.7627776
2020-03-25,122212,50,4,Wed,1,194.8610048
2020-03-21,2206187,0,1,Sat,1,94.6978816
2020-03-20,262209,0,1,Fri,1,79.9837696
2020-03-14,164388,1,7,Sat,1,365.4870016
2020-03-29,152454,1,1,Sun,1,59.7384704
2020-03-08,495462,5,1,Sun,1,82.4402432
2020-03-26,120144,1,1,Thu,1,69.1851776
2020-03-23,185174,0,1,Mon,1,43.6230144
2020-03-07,778208,1,1,Sat,1,103.9714816
2020-03-01,364490,0,1,Sun,1,62.2444032
2020-03-22,389518,0,1,Sun,1,99.7262336
2020-03-28,229279,0,1,Sat,1,62.0795392
2020-03-18,121886,1,1,Wed,1,57.207808
2020-03-18,152623,1,1,Wed,1,48.7420416
2020-03-18,309201,0,1,Wed,1,47.6292096
2020-03-07,581006,0,1,Sat,1,99.9817728
2020-03-27,486128,0,1,Fri,1,60.99968
2020-03-13,121051,0,1,Fri,1,84.5505024
2020-03-10,170797,2,1,Tue,1,59.3757696
2020-03-04,129447,9,1,Wed,1,91.1038464
2020-03-26,2204373,0,1,Thu,1,24.7873024
2020-03-18,183798,0,1,Wed,2,93.725184
2020-03-17,174165,0,1,Tue,1,61.0161664
2020-03-12,125837,0,1,Thu,1,61.7333248
2020-03-01,122212,54,1,Sun,1,185.0268672
2020-03-18,130255,0,1,Wed,1,97.0389504
2020-03-07,107329,0,4,Sat,1,395.0388736
2020-03-14,108957,0,1,Sat,1,82.7287552
2020-03-08,244350,0,1,Sun,1,74.7987968
2020-03-05,312905,1,2,Thu,1,153.6450048
2020-03-05,128251,1,2,Thu,1,201.2329984
2020-03-19,492970,1,2,Thu,1,144.1982976
2020-03-14,138873,0,1,Sat,1,68.3443712
2020-03-09,131289,0,2,Mon,1,165.9685888
2020-03-24,148032,0,2,Tue,1,141.6016896
2020-03-27,122861,1,1,Fri,1,66.646272
2020-03-07,149440,0,1,Sat,1,60.9667072
2020-03-28,142468,0,1,Sat,1,39.6992512
2020-03-07,173733,0,1,Sat,1,105.7849856
2020-03-19,129224,0,1,Thu,1,56.2680832
2020-03-13,139960,0,1,Fri,1,62.03008
2020-03-03,262485,1,1,Tue,1,73.7683968
2020-03-01,135519,0,1,Sun,1,72.3835392
2020-03-15,196055,1,2,Sun,1,126.1374464
2020-03-09,125015,0,1,Mon,1,53.4489088
2020-03-08,113139,0,2,Sun,1,121.3728768
2020-03-17,112223,0,1,Tue,1,52.6822912
